event_id,mandate_id,customer_id,bank,mandate_type,segment,event_ts,billing_cycle,amount,mandate_reliability,raw_error_code,true_cause
EVT-42-00031,MND-00060,CUST-00060,AXIS,UPI_AUTOPAY,AXIS:UPI_AUTOPAY,2026-08-10 07:48:35+00:00,2026-08,999,0.8,M014,mandate_paused
EVT-42-00032,MND-00000,CUST-00000,HDFC,UPI_AUTOPAY,HDFC:UPI_AUTOPAY,2026-08-12 17:51:51+00:00,2026-08,999,0.917,U14,insufficient_funds
EVT-42-00033,MND-00139,CUST-00139,ICICI,UPI_AUTOPAY,ICICI:UPI_AUTOPAY,2026-08-17 04:26:56+00:00,2026-08,499,0.8,U90,technical_decline
EVT-42-00034,MND-00023,CUST-00023,AXIS,UPI_AUTOPAY,AXIS:UPI_AUTOPAY,2026-08-24 07:52:55+00:00,2026-08,2999,0.821,U16,payer_limit_exceeded
EVT-42-00035,MND-00085,CUST-00085,SBI,UPI_AUTOPAY,SBI:UPI_AUTOPAY,2026-08-04 02:20:20+00:00,2026-08,2999,0.834,U14,insufficient_funds
EVT-42-00036,MND-00026,CUST-00026,ICICI,UPI_AUTOPAY,ICICI:UPI_AUTOPAY,2026-08-05 17:35:31+00:00,2026-08,999,0.601,U14,insufficient_funds
EVT-42-00037,MND-00134,CUST-00134,AXIS,UPI_AUTOPAY,AXIS:UPI_AUTOPAY,2026-08-30 05:05:53+00:00,2026-08,2999,0.607,INSUFFICIENT_FUNDS,insufficient_funds
EVT-42-00038,MND-00106,CUST-00106,AXIS,UPI_AUTOPAY,AXIS:UPI_AUTOPAY,2026-08-12 12:42:49+00:00,2026-08,2999,0.933,U30,bank_downtime
EVT-42-00039,MND-00115,CUST-00115,SBI,UPI_AUTOPAY,SBI:UPI_AUTOPAY,2026-08-18 19:33:21+00:00,2026-08,999,0.591,U69,bank_downtime
EVT-42-00040,MND-00062,CUST-00062,ICICI,UPI_AUTOPAY,ICICI:UPI_AUTOPAY,2026-08-23 19:53:29+00:00,2026-08,499,0.804,U90,technical_decline
EVT-42-00041,MND-00067,CUST-00067,ICICI,UPI_AUTOPAY,ICICI:UPI_AUTOPAY,2026-07-30 10:30:29+00:00,2026-07,2999,0.586,INSUFFICIENT_FUNDS,insufficient_funds
EVT-42-00042,MND-00091,CUST-00091,AXIS,UPI_AUTOPAY,AXIS:UPI_AUTOPAY,2026-08-07 16:20:00+00:00,2026-08,2999,0.566,U14,insufficient_funds
EVT-42-00043,MND-00113,CUST-00113,ICICI,UPI_AUTOPAY,ICICI:UPI_AUTOPAY,2026-08-02 21:33:17+00:00,2026-08,4999,0.835,PER_TXN_LIMIT_EXCEEDED,payer_limit_exceeded
EVT-42-00044,MND-00121,CUST-00121,SBI,UPI_AUTOPAY,SBI:UPI_AUTOPAY,2026-07-29 13:44:55+00:00,2026-07,199,0.907,UMN,mandate_revoked
EVT-42-00045,MND-00002,CUST-00002,SBI,UPI_AUTOPAY,SBI:UPI_AUTOPAY,2026-07-17 08:19:48+00:00,2026-07,999,0.575,TECHNICAL_ERROR,technical_decline
EVT-42-00046,MND-00095,CUST-00095,ICICI,UPI_AUTOPAY,ICICI:UPI_AUTOPAY,2026-07-25 16:20:43+00:00,2026-07,4999,0.898,U16,payer_limit_exceeded
EVT-42-00047,MND-00015,CUST-00015,AXIS,UPI_AUTOPAY,AXIS:UPI_AUTOPAY,2026-08-03 01:04:18+00:00,2026-08,999,0.749,INSUFFICIENT_FUNDS,insufficient_funds
EVT-42-00048,MND-00041,CUST-00041,AXIS,UPI_AUTOPAY,AXIS:UPI_AUTOPAY,2026-07-22 05:17:28+00:00,2026-07,4999,0.799,U14,insufficient_funds
EVT-42-00049,MND-00119,CUST-00119,HDFC,UPI_AUTOPAY,HDFC:UPI_AUTOPAY,2026-08-09 11:41:40+00:00,2026-08,199,0.654,ERR_UNMAPPED_9007,unknown
EVT-42-00050,MND-00036,CUST-00036,AXIS,UPI_AUTOPAY,AXIS:UPI_AUTOPAY,2026-07-17 01:34:06+00:00,2026-07,199,0.591,PER_TXN_LIMIT_EXCEEDED,payer_limit_exceeded
EVT-42-00051,MND-00114,CUST-00114,SBI,UPI_AUTOPAY,SBI:UPI_AUTOPAY,2026-07-27 13:36:32+00:00,2026-07,2999,0.711,TECHNICAL_ERROR,technical_decline
EVT-42-00052,MND-00066,CUST-00066,AXIS,UPI_AUTOPAY,AXIS:UPI_AUTOPAY,2026-08-01 20:38:53+00:00,2026-08,499,0.887,BANK_NOT_AVAILABLE,bank_downtime
EVT-42-00053,MND-00033,CUST-00033,SBI,UPI_AUTOPAY,SBI:UPI_AUTOPAY,2026-07-21 23:08:24+00:00,2026-07,999,0.858,U54,authentication_failure
EVT-42-00054,MND-00048,CUST-00048,SBI,UPI_AUTOPAY,SBI:UPI_AUTOPAY,2026-08-07 01:29:15+00:00,2026-08,999,0.801,M014,mandate_paused
EVT-42-00055,MND-00076,CUST-00076,ICICI,UPI_AUTOPAY,ICICI:UPI_AUTOPAY,2026-07-29 00:57:56+00:00,2026-07,999,0.739,U30,bank_downtime
EVT-42-00056,MND-00110,CUST-00110,ICICI,UPI_AUTOPAY,ICICI:UPI_AUTOPAY,2026-08-18 06:15:29+00:00,2026-08,4999,0.773,UMN,mandate_revoked
EVT-42-00057,MND-00087,CUST-00087,ICICI,UPI_AUTOPAY,ICICI:UPI_AUTOPAY,2026-07-18 21:31:41+00:00,2026-07,199,0.881,MANDATE_SUSPENDED,mandate_paused
EVT-42-00058,MND-00134,CUST-00134,AXIS,UPI_AUTOPAY,AXIS:UPI_AUTOPAY,2026-08-02 16:57:09+00:00,2026-08,2999,0.607,U30,bank_downtime
EVT-42-00059,MND-00124,CUST-00124,AXIS,UPI_AUTOPAY,AXIS:UPI_AUTOPAY,2026-07-26 23:00:51+00:00,2026-07,4999,0.808,U14,insufficient_funds
EVT-42-00060,MND-00108,CUST-00108,ICICI,UPI_AUTOPAY,ICICI:UPI_AUTOPAY,2026-08-10 22:46:13+00:00,2026-08,2999,0.933,AUTH_TIMEOUT,authentication_failure
EVT-42-00061,MND-00086,CUST-00086,HDFC,UPI_AUTOPAY,HDFC:UPI_AUTOPAY,2026-07-22 18:05:40+00:00,2026-07,499,0.863,INSUFFICIENT_FUNDS,insufficient_funds
EVT-42-00062,MND-00041,CUST-00041,AXIS,UPI_AUTOPAY,AXIS:UPI_AUTOPAY,2026-08-27 10:16:07+00:00,2026-08,199,0.799,U14,insufficient_funds
EVT-42-00063,MND-00059,CUST-00059,SBI,UPI_AUTOPAY,SBI:UPI_AUTOPAY,2026-08-25 22:25:39+00:00,2026-08,2999,0.948,U14,insufficient_funds
EVT-42-00064,MND-00017,CUST-00017,HDFC,UPI_AUTOPAY,HDFC:UPI_AUTOPAY,2026-08-08 00:22:11+00:00,2026-08,999,0.765,U14,insufficient_funds
EVT-42-00065,MND-00053,CUST-00053,ICICI,UPI_AUTOPAY,ICICI:UPI_AUTOPAY,2026-07-29 13:04:38+00:00,2026-07,199,0.762,TECHNICAL_ERROR,technical_decline
EVT-42-00066,MND-00133,CUST-00133,SBI,UPI_AUTOPAY,SBI:UPI_AUTOPAY,2026-07-25 17:40:04+00:00,2026-07,499,0.649,PER_TXN_LIMIT_EXCEEDED,payer_limit_exceeded
EVT-42-00067,MND-00061,CUST-00061,SBI,UPI_AUTOPAY,SBI:UPI_AUTOPAY,2026-08-11 11:36:51+00:00,2026-08,4999,0.699,U30,bank_downtime
EVT-42-00068,MND-00016,CUST-00016,SBI,UPI_AUTOPAY,SBI:UPI_AUTOPAY,2026-08-01 05:02:11+00:00,2026-08,499,0.619,XZ-991,unknown
EVT-42-00069,MND-00093,CUST-00093,ICICI,UPI_AUTOPAY,ICICI:UPI_AUTOPAY,2026-08-06 16:29:54+00:00,2026-08,199,0.709,U54,authentication_failure
EVT-42-00070,MND-00138,CUST-00138,ICICI,UPI_AUTOPAY,ICICI:UPI_AUTOPAY,2026-07-18 22:51:35+00:00,2026-07,2999,0.849,INSUFFICIENT_FUNDS,insufficient_funds
EVT-42-00071,MND-00124,CUST-00124,AXIS,UPI_AUTOPAY,AXIS:UPI_AUTOPAY,2026-08-01 22:46:38+00:00,2026-08,199,0.808,U54,authentication_failure
EVT-42-00072,MND-00039,CUST-00039,SBI,UPI_AUTOPAY,SBI:UPI_AUTOPAY,2026-08-12 03:33:09+00:00,2026-08,4999,0.637,BANK_NOT_AVAILABLE,bank_downtime
EVT-42-00073,MND-00065,CUST-00065,ICICI,UPI_AUTOPAY,ICICI:UPI_AUTOPAY,2026-07-18 21:19:18+00:00,2026-07,4999,0.757,XZ-991,unknown
EVT-42-00074,MND-00076,CUST-00076,ICICI,UPI_AUTOPAY,ICICI:UPI_AUTOPAY,2026-08-26 08:44:48+00:00,2026-08,4999,0.739,M014,mandate_paused
EVT-42-00075,MND-00035,CUST-00035,HDFC,UPI_AUTOPAY,HDFC:UPI_AUTOPAY,2026-07-17 14:46:19+00:00,2026-07,4999,0.667,MANDATE_SUSPENDED,mandate_paused
EVT-42-00076,MND-00038,CUST-00038,ICICI,UPI_AUTOPAY,ICICI:UPI_AUTOPAY,2026-08-24 05:20:23+00:00,2026-08,499,0.746,U30,bank_downtime
EVT-42-00077,MND-00034,CUST-00034,AXIS,UPI_AUTOPAY,AXIS:UPI_AUTOPAY,2026-08-18 22:32:51+00:00,2026-08,499,0.743,U90,technical_decline
EVT-42-00078,MND-00143,CUST-00143,ICICI,UPI_AUTOPAY,ICICI:UPI_AUTOPAY,2026-07-25 02:27:11+00:00,2026-07,499,0.868,U69,bank_downtime
EVT-42-00079,MND-00107,CUST-00107,SBI,UPI_AUTOPAY,SBI:UPI_AUTOPAY,2026-07-28 07:14:37+00:00,2026-07,999,0.872,INSUFFICIENT_FUNDS,insufficient_funds
EVT-42-00080,MND-00121,CUST-00121,SBI,UPI_AUTOPAY,SBI:UPI_AUTOPAY,2026-07-18 13:13:03+00:00,2026-07,4999,0.907,U30,bank_downtime
EVT-42-00081,MND-00117,CUST-00117,HDFC,UPI_AUTOPAY,HDFC:UPI_AUTOPAY,2026-07-28 19:01:54+00:00,2026-07,2999,0.663,U16,payer_limit_exceeded
EVT-42-00082,MND-00138,CUST-00138,ICICI,UPI_AUTOPAY,ICICI:UPI_AUTOPAY,2026-08-02 00:32:55+00:00,2026-08,2999,0.849,U69,bank_downtime
EVT-42-00083,MND-00015,CUST-00015,AXIS,UPI_AUTOPAY,AXIS:UPI_AUTOPAY,2026-08-15 16:45:02+00:00,2026-08,4999,0.749,TECHNICAL_ERROR,technical_decline
EVT-42-00084,MND-00126,CUST-00126,HDFC,UPI_AUTOPAY,HDFC:UPI_AUTOPAY,2026-08-30 12:13:40+00:00,2026-08,2999,0.634,MANDATE_SUSPENDED,mandate_paused
EVT-42-00085,MND-00009,CUST-00009,HDFC,UPI_AUTOPAY,HDFC:UPI_AUTOPAY,2026-08-25 14:32:28+00:00,2026-08,499,0.725,BANK_NOT_AVAILABLE,bank_downtime
EVT-42-00086,MND-00068,CUST-00068,HDFC,UPI_AUTOPAY,HDFC:UPI_AUTOPAY,2026-08-17 18:28:01+00:00,2026-08,999,0.759,BANK_NOT_AVAILABLE,bank_downtime
EVT-42-00087,MND-00085,CUST-00085,SBI,UPI_AUTOPAY,SBI:UPI_AUTOPAY,2026-08-29 14:00:05+00:00,2026-08,999,0.834,U30,bank_downtime
EVT-42-00088,MND-00051,CUST-00051,HDFC,UPI_AUTOPAY,HDFC:UPI_AUTOPAY,2026-08-08 20:21:52+00:00,2026-08,199,0.729,MANDATE_REVOKED_BY_PAYER,mandate_revoked
EVT-42-00089,MND-00021,CUST-00021,ICICI,UPI_AUTOPAY,ICICI:UPI_AUTOPAY,2026-07-27 23:57:37+00:00,2026-07,2999,0.714,AUTH_TIMEOUT,authentication_failure
EVT-42-00090,MND-00027,CUST-00027,AXIS,UPI_AUTOPAY,AXIS:UPI_AUTOPAY,2026-07-18 17:02:25+00:00,2026-07,2999,0.964,U14,insufficient_funds
EVT-42-00091,MND-00118,CUST-00118,HDFC,UPI_AUTOPAY,HDFC:UPI_AUTOPAY,2026-08-08 21:18:38+00:00,2026-08,2999,0.953,AUTH_TIMEOUT,authentication_failure
EVT-42-00092,MND-00045,CUST-00045,AXIS,UPI_AUTOPAY,AXIS:UPI_AUTOPAY,2026-07-22 14:02:44+00:00,2026-07,999,0.859,U69,bank_downtime
EVT-42-00093,MND-00044,CUST-00044,HDFC,UPI_AUTOPAY,HDFC:UPI_AUTOPAY,2026-07-17 03:17:38+00:00,2026-07,2999,0.876,AUTH_TIMEOUT,authentication_failure
EVT-42-00094,MND-00132,CUST-00132,HDFC,UPI_AUTOPAY,HDFC:UPI_AUTOPAY,2026-07-23 20:05:55+00:00,2026-07,4999,0.556,TECHNICAL_ERROR,technical_decline
EVT-42-00095,MND-00020,CUST-00020,SBI,UPI_AUTOPAY,SBI:UPI_AUTOPAY,2026-08-10 23:58:14+00:00,2026-08,999,0.742,U16,payer_limit_exceeded
EVT-42-00096,MND-00131,CUST-00131,SBI,UPI_AUTOPAY,SBI:UPI_AUTOPAY,2026-08-16 21:20:02+00:00,2026-08,999,0.612,MANDATE_SUSPENDED,mandate_paused
EVT-42-00097,MND-00132,CUST-00132,HDFC,UPI_AUTOPAY,HDFC:UPI_AUTOPAY,2026-07-17 11:48:15+00:00,2026-07,199,0.556,U54,authentication_failure
EVT-42-00098,MND-00086,CUST-00086,HDFC,UPI_AUTOPAY,HDFC:UPI_AUTOPAY,2026-08-20 17:24:14+00:00,2026-08,2999,0.863,U69,bank_downtime
EVT-42-00099,MND-00023,CUST-00023,AXIS,UPI_AUTOPAY,AXIS:UPI_AUTOPAY,2026-08-12 12:15:08+00:00,2026-08,4999,0.821,U69,bank_downtime
EVT-42-00100,MND-00022,CUST-00022,HDFC,UPI_AUTOPAY,HDFC:UPI_AUTOPAY,2026-08-27 23:17:53+00:00,2026-08,2999,0.68,U69,bank_downtime
EVT-42-00101,MND-00040,CUST-00040,HDFC,UPI_AUTOPAY,HDFC:UPI_AUTOPAY,2026-07-26 16:00:21+00:00,2026-07,4999,0.682,U14,insufficient_funds
EVT-42-00102,MND-00083,CUST-00083,AXIS,UPI_AUTOPAY,AXIS:UPI_AUTOPAY,2026-08-01 14:09:25+00:00,2026-08,4999,0.839,PER_TXN_LIMIT_EXCEEDED,payer_limit_exceeded
EVT-42-00103,MND-00022,CUST-00022,HDFC,UPI_AUTOPAY,HDFC:UPI_AUTOPAY,2026-08-27 13:38:54+00:00,2026-08,2999,0.68,M014,mandate_paused
EVT-42-00104,MND-00065,CUST-00065,ICICI,UPI_AUTOPAY,ICICI:UPI_AUTOPAY,2026-08-21 10:46:20+00:00,2026-08,999,0.757,AUTH_TIMEOUT,authentication_failure
EVT-42-00105,MND-00016,CUST-00016,SBI,UPI_AUTOPAY,SBI:UPI_AUTOPAY,2026-08-06 05:15:58+00:00,2026-08,199,0.619,BANK_NOT_AVAILABLE,bank_downtime
EVT-42-00106,MND-00077,CUST-00077,HDFC,UPI_AUTOPAY,HDFC:UPI_AUTOPAY,2026-08-06 12:47:12+00:00,2026-08,199,0.559,U16,payer_limit_exceeded
EVT-42-00107,MND-00003,CUST-00003,ICICI,UPI_AUTOPAY,ICICI:UPI_AUTOPAY,2026-07-25 03:48:40+00:00,2026-07,499,0.671,U69,bank_downtime
EVT-42-00108,MND-00102,CUST-00102,AXIS,UPI_AUTOPAY,AXIS:UPI_AUTOPAY,2026-08-19 11:17:11+00:00,2026-08,999,0.621,INSUFFICIENT_FUNDS,insufficient_funds
EVT-42-00109,MND-00007,CUST-00007,SBI,UPI_AUTOPAY,SBI:UPI_AUTOPAY,2026-07-20 17:45:06+00:00,2026-07,2999,0.887,PER_TXN_LIMIT_EXCEEDED,payer_limit_exceeded
EVT-42-00110,MND-00028,CUST-00028,SBI,UPI_AUTOPAY,SBI:UPI_AUTOPAY,2026-08-10 18:30:13+00:00,2026-08,999,0.941,XZ-991,unknown
EVT-42-00111,MND-00025,CUST-00025,SBI,UPI_AUTOPAY,SBI:UPI_AUTOPAY,2026-07-24 16:15:37+00:00,2026-07,199,0.588,MANDATE_REVOKED_BY_PAYER,mandate_revoked
EVT-42-00112,MND-00119,CUST-00119,HDFC,UPI_AUTOPAY,HDFC:UPI_AUTOPAY,2026-08-20 09:39:40+00:00,2026-08,499,0.654,BANK_NOT_AVAILABLE,bank_downtime
EVT-42-00113,MND-00007,CUST-00007,SBI,UPI_AUTOPAY,SBI:UPI_AUTOPAY,2026-08-29 18:10:50+00:00,2026-08,4999,0.887,MANDATE_REVOKED_BY_PAYER,mandate_revoked
EVT-42-00114,MND-00061,CUST-00061,SBI,UPI_AUTOPAY,SBI:UPI_AUTOPAY,2026-08-28 02:03:36+00:00,2026-08,4999,0.699,U69,bank_downtime
EVT-42-00115,MND-00085,CUST-00085,SBI,UPI_AUTOPAY,SBI:UPI_AUTOPAY,2026-08-14 12:29:00+00:00,2026-08,499,0.834,U90,technical_decline
EVT-42-00116,MND-00074,CUST-00074,SBI,UPI_AUTOPAY,SBI:UPI_AUTOPAY,2026-07-19 03:16:54+00:00,2026-07,4999,0.693,U16,payer_limit_exceeded
EVT-42-00117,MND-00098,CUST-00098,SBI,UPI_AUTOPAY,SBI:UPI_AUTOPAY,2026-08-28 07:36:07+00:00,2026-08,2999,0.675,U69,bank_downtime
EVT-42-00118,MND-00115,CUST-00115,SBI,UPI_AUTOPAY,SBI:UPI_AUTOPAY,2026-08-14 15:59:59+00:00,2026-08,4999,0.591,BANK_NOT_AVAILABLE,bank_downtime
EVT-42-00119,MND-00056,CUST-00056,SBI,UPI_AUTOPAY,SBI:UPI_AUTOPAY,2026-08-26 18:31:19+00:00,2026-08,4999,0.594,BANK_NOT_AVAILABLE,bank_downtime
EVT-42-00120,MND-00119,CUST-00119,HDFC,UPI_AUTOPAY,HDFC:UPI_AUTOPAY,2026-07-20 06:08:44+00:00,2026-07,2999,0.654,XZ-991,unknown
EVT-42-00121,MND-00045,CUST-00045,AXIS,UPI_AUTOPAY,AXIS:UPI_AUTOPAY,2026-07-31 16:03:45+00:00,2026-07,499,0.859,INSUFFICIENT_FUNDS,insufficient_funds
EVT-42-00122,MND-00141,CUST-00141,HDFC,UPI_AUTOPAY,HDFC:UPI_AUTOPAY,2026-07-27 18:04:31+00:00,2026-07,2999,0.896,PER_TXN_LIMIT_EXCEEDED,payer_limit_exceeded
EVT-42-00123,MND-00072,CUST-00072,ICICI,UPI_AUTOPAY,ICICI:UPI_AUTOPAY,2026-07-29 01:40:15+00:00,2026-07,499,0.754,M014,mandate_paused
EVT-42-00124,MND-00105,CUST-00105,AXIS,UPI_AUTOPAY,AXIS:UPI_AUTOPAY,2026-08-01 12:25:01+00:00,2026-08,499,0.977,MANDATE_REVOKED_BY_PAYER,mandate_revoked
EVT-42-00125,MND-00126,CUST-00126,HDFC,UPI_AUTOPAY,HDFC:UPI_AUTOPAY,2026-07-27 22:50:04+00:00,2026-07,2999,0.634,U69,bank_downtime
EVT-42-00126,MND-00114,CUST-00114,SBI,UPI_AUTOPAY,SBI:UPI_AUTOPAY,2026-08-30 12:07:33+00:00,2026-08,999,0.711,U90,technical_decline
EVT-42-00127,MND-00122,CUST-00122,SBI,UPI_AUTOPAY,SBI:UPI_AUTOPAY,2026-07-23 12:56:30+00:00,2026-07,999,0.616,U14,insufficient_funds
EVT-42-00128,MND-00077,CUST-00077,HDFC,UPI_AUTOPAY,HDFC:UPI_AUTOPAY,2026-07-28 03:15:54+00:00,2026-07,499,0.559,MANDATE_REVOKED_BY_PAYER,mandate_revoked
EVT-42-00129,MND-00006,CUST-00006,HDFC,UPI_AUTOPAY,HDFC:UPI_AUTOPAY,2026-07-28 06:55:22+00:00,2026-07,999,0.79,M014,mandate_paused
EVT-42-00130,MND-00071,CUST-00071,HDFC,UPI_AUTOPAY,HDFC:UPI_AUTOPAY,2026-08-13 19:24:27+00:00,2026-08,199,0.796,M014,mandate_paused
EVT-42-00131,MND-00026,CUST-00026,ICICI,UPI_AUTOPAY,ICICI:UPI_AUTOPAY,2026-07-25 20:23:21+00:00,2026-07,2999,0.601,TECHNICAL_ERROR,technical_decline
EVT-42-00132,MND-00128,CUST-00128,SBI,UPI_AUTOPAY,SBI:UPI_AUTOPAY,2026-08-13 09:30:50+00:00,2026-08,999,0.884,U69,bank_downtime
EVT-42-00133,MND-00034,CUST-00034,AXIS,UPI_AUTOPAY,AXIS:UPI_AUTOPAY,2026-08-28 22:51:47+00:00,2026-08,4999,0.743,U14,insufficient_funds
EVT-42-00134,MND-00032,CUST-00032,HDFC,UPI_AUTOPAY,HDFC:UPI_AUTOPAY,2026-07-21 16:20:38+00:00,2026-07,999,0.885,U14,insufficient_funds
EVT-42-00135,MND-00035,CUST-00035,HDFC,UPI_AUTOPAY,HDFC:UPI_AUTOPAY,2026-08-20 20:41:00+00:00,2026-08,999,0.667,U14,insufficient_funds
EVT-42-00136,MND-00092,CUST-00092,AXIS,UPI_AUTOPAY,AXIS:UPI_AUTOPAY,2026-08-26 23:30:24+00:00,2026-08,199,0.789,U69,bank_downtime
EVT-42-00137,MND-00082,CUST-00082,HDFC,UPI_AUTOPAY,HDFC:UPI_AUTOPAY,2026-08-03 01:56:54+00:00,2026-08,199,0.597,BANK_NOT_AVAILABLE,bank_downtime
